,airline,manufacturer,model
N638VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-214
N639JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N639NK,SPIRIT AIRLINES INC,AIRBUS,A320-232
N639SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N639VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-214
N640JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N640NK,SPIRIT AIRLINES INC,AIRBUS,A320-232
N640SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N640VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-214
N641JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N641NK,SPIRIT AIRLINES INC,AIRBUS,A320-232
N641SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N642NK,SPIRIT AIRLINES INC,AIRBUS,A320-232
N642VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-214
N642WN,BANK OF UTAH TRUSTEE,BOEING,737-3H4
N643JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N643NK,SPIRIT AIRLINES INC,AIRBUS,A320-232
N643SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N644AW,WILMINGTON TRUST CO TRUSTEE,AIRBUS INDUSTRIE,A320-231
N644DL,DELTA AIR LINES INC,BOEING,757-232
N644JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N644NK,SPIRIT AIRLINES INC,AIRBUS,A320-232
N644SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N645JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N645NK,SPIRIT AIRLINES INC,AIRBUS,A320-232
N645SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N646JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N646NK,SPIRIT AIRLINES INC,AIRBUS,A320-232
N646SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N647AA,CHAMPOUX JOSEPH C,GRAHAM JERRY,FALCON-XP
N647AW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A320-232
N647NK,SPIRIT AIRLINES INC,AIRBUS,A320-232
N647SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N64809,UNITED AIRLINES INC,BOEING,737-924ER
N64844,UNITED AIRLINES INC,BOEING,737-924ER
N648DL,DELTA AIR LINES INC.,BOEING,757-232
N648JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N648NK,SPIRIT AIRLINES INC,AIRBUS,A320-232
N648SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N649AA,AMERICAN AIRLINES INC,BOEING,757-223
N649AW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A320-232
N649DL,BANK OF UTAH TRUSTEE,BOEING,757-232
N649JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N649NK,SPIRIT AIRLINES INC,AIRBUS,A320-232
N649SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N650AW,U S BANK N A TRUSTEE,AIRBUS INDUSTRIE,A320-232
N650DL,BANK OF UTAH TRUSTEE,BOEING,757-232
N651AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A320-232
N651DL,BANK OF UTAH TRUSTEE,BOEING,757-232
N651JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N651SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N652AA,SUNDOWN AIRCRAFT LLC,BOEING,757-223
N652AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A320-232
N652DL,BANK OF UTAH TRUSTEE,BOEING,757-232
N652JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N652SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N653AW,US BANK NA TRUSTEE,AIRBUS INDUSTRIE,A320-232
N653JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N653SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N654AW,US BANK NA TRUSTEE,AIRBUS INDUSTRIE,A320-232
N654DL,BANK OF UTAH TRUSTEE,BOEING,757-232
N654SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N655AA,AMERICAN AIRLINES INC,BOEING,757-223
N655AW,US BANK NA TRUSTEE,AIRBUS INDUSTRIE,A320-232
N655DL,BANK OF UTAH TRUSTEE,BOEING,757-232
N655JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N655WN,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N656AA,AMERICAN AIRLINES INC,BOEING,757-223
N656AW,U S BANK N A TRUSTEE,AIRBUS INDUSTRIE,A320-232
N656JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N656SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N657AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A320-232
N657JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N657NK,SPIRIT AIRLINES INC,AIRBUS,A321-231
N657SW,SOUTHWEST AIRLINES CO,BOEING,737-3L9
N65832,UNITED AIRLINES INC,BOEING,737-924ER
N658AA,AMERICAN AIRLINES INC,BOEING,757-223
N658AW,WILMINGTON TRUST CO TRUSTEE,AIRBUS INDUSTRIE,A320-232
N658DL,DELTA AIR LINES INC,BOEING,757-232
N658JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N658NK,SPIRIT AIRLINES INC,AIRBUS,A321-231
N658SW,SOUTHWEST AIRLINES CO,BOEING,737-3L9
N659AA,TEXAS AVIATION GROUP LLC,BOEING,757-223
N659AW,US BANK NA TRUSTEE,AIRBUS INDUSTRIE,A320-232
N659DL,DELTA AIR LINES INC,BOEING,757-232
N659JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N659NK,SPIRIT AIRLINES INC,AIRBUS,A321-231
N659SW,SOUTHWEST AIRLINES CO,BOEING,737-301
N660AW,US BANK NA TRUSTEE,AIRBUS INDUSTRIE,A320-232
N660DL,DELTA AIR LINES INC,BOEING,757-232
N660NK,SPIRIT AIRLINES INC,AIRBUS,A321-231
N661AA,UPNORTH LLC,ROBERT D WHITE,AIRCAM
N661AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A320-232
N661DN,BANK OF UTAH TRUSTEE,BOEING,757-232
N661JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N661NK,SPIRIT AIRLINES INC,AIRBUS,A321-231
N662AA,AMERICAN AIRLINES INC,BOEING,757-223
N662AW,US BANK NATIONAL ASSOCIATION TRUSTEE,AIRBUS INDUSTRIE,A320-232
N662DN,DELTA AIR LINES INC,BOEING,757-232
N662JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N662NK,SPIRIT AIRLINES INC,AIRBUS,A321-231
N663AA,HYANNIS AIR SERVICE INC,CESSNA,402C
N663AW,US BANK NA TRUSTEE,AIRBUS INDUSTRIE,A320-232
N663DN,BANK OF UTAH TRUSTEE,BOEING,757-232
N663JB,JETBLUE AIRWAYS CORPORATION,AIRBUS,A320-232
N663NK,SPIRIT AIRLINES INC,AIRBUS,A321-231
N664AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A320-232
N664DN,BANK OF UTAH TRUSTEE,BOEING,757-232
N664NK,SPIRIT AIRLINES INC,AIRBUS,A321-231
N665AA,AMERICAN AIRLINES INC,BOEING,757-223
N665AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A320-232
N665DN,DELTA AIR LINES INC,BOEING,757-232
N665JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N665NK,SPIRIT AIRLINES INC,AIRBUS,A321-231
N666DN,BANK OF UTAH TRUSTEE,BOEING,757-232
N667AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A320-232
N667DN,DELTA AIR LINES INC,BOEING,757-232
N667NK,SPIRIT AIRLINES INC,AIRBUS,A321-231
N66803,UNITED AIRLINES INC,BOEING,737-924ER
N66808,UNITED AIRLINES INC,BOEING,737-924ER
N66814,UNITED AIRLINES INC,BOEING,737-924ER
N66825,UNITED AIRLINES INC,BOEING,737-924ER
N66828,UNITED AIRLINES INC,BOEING,737-924ER
N66831,UNITED AIRLINES INC,BOEING,737-924ER
N66837,UNITED AIRLINES INC,BOEING,737-924ER
N66841,UNITED AIRLINES INC,BOEING,737-924ER
N66848,UNITED AIRLINES INC,BOEING,737-924ER
N66893,UNITED AIRLINES INC,BOEING,737-924ER
N66897,UNITED AIRLINES INC,BOEING,737-900ER
N668AA,AMERICAN AIRLINES INC,BOEING,757-223
N668AW,U S BANK NA TRUSTEE,AIRBUS,A320-232
N668DN,WILMINGTON TRUST COMPANY TRUSTEE,BOEING,757-232
N668NK,SPIRIT AIRLINES INC,AIRBUS,A321-231
N669AA,BANK OF UTAH TRUSTEE,BOEING,757-223
N669AW,U S BANK NA TRUSTEE,AIRBUS,A320-232
N669DN,DELTA AIR LINES INC,BOEING,757-232
N669NK,SPIRIT AIRLINES INC,AIRBUS,A321-231
N6700,DELTA AIR LINES INC,BOEING,757-232
N6701,DELTA AIR LINES INC,BOEING,757-232
N6702,DELTA AIR LINES INC,BOEING,757-232
N6703D,DELTA AIR LINES INC,BOEING,757-232
N6704Z,DELTA AIR LINES INC,BOEING,757-232
N6705Y,DELTA AIR LINES INC,BOEING,757-232
N6706Q,DELTA AIR LINES INC,BOEING,757-232
N6707A,DELTA AIR LINES INC,BOEING,757-232
N6708D,DELTA AIR LINES INC,BOEING,757-232
N6709,DELTA AIR LINES INC,BOEING,757-232
N670DN,DELTA AIR LINES INC,BOEING,757-232
N670NK,SPIRIT AIRLINES INC,AIRBUS,A321-231
N670SW,SOUTHWEST AIRLINES CO,BOEING,737-3G7
N6710E,DELTA AIR LINES INC,BOEING,757-232
N6711M,DELTA AIR LINES INC,BOEING,757-232
N6712B,DELTA AIR LINES INC,BOEING,757-232
N6713Y,DELTA AIR LINES INC,BOEING,757-232
N6714Q,DELTA AIR LINES INC,BOEING,757-232
N6715C,DELTA AIR LINES INC,BOEING,757-232
N6716C,DELTA AIR LINES INC,BOEING,757-232
N67171,DELTA AIR LINES INC,BOEING,757-232
N671DN,DELTA AIR LINES INC,BOEING,757-232
N671NK,SPIRIT AIRLINES INC,AIRBUS,A321-231
N672AA,AMERICAN AIRLINES INC,BOEING,757-223
N672DL,DELTA AIR LINES INC,BOEING,757-232
N672NK,SPIRIT AIRLINES INC,AIRBUS,A321-231
N673AW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N673DL,DELTA AIR LINES INC,BOEING,757-232
N673NK,SPIRIT AIRLINES INC,AIRBUS,A321-231
N674DL,DELTA AIR LINES INC,BOEING,757-232
N674NK,SPIRIT AIRLINES INC,AIRBUS,A321-231
N675DL,WILMINGTON TRUST CO OWNER TRUSTEE,BOEING,757-232
N675NK,SPIRIT AIRLINES INC,AIRBUS,A321-231
N676CA,DELTA AIR LINES INC,BOMBARDIER INC,CL-600-2D24
N676DL,DELTA AIR LINES INC,BOEING,757-232
N676NK,SPIRIT AIRLINES INC,AIRBUS,A321-231
N677NK,SPIRIT AIRLINES INC,AIRBUS,A321-231
N67812,UNITED AIRLINES INC,BOEING,737-924ER
N67815,UNITED AIRLINES INC,BOEING,737-924ER
N67827,UNITED AIRLINES INC,BOEING,737-924ER
N67845,UNITED AIRLINES INC,BOEING,737-924ER
N67846,UNITED AIRLINES INC,BOEING,737-924ER
N678CA,DELTA AIR LINES INC,BOMBARDIER INC,CL-600-2D24
N678DL,DELTA AIR LINES INC,BOEING,757-232
N679AW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N679DA,DELTA AIR LINES INC,BOEING,757-232
N680AW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N680BR,US BANK NA TRUSTEE,BOMBARDIER INC,CL-600-2B19
N680DA,DELTA AIR LINES INC,BOEING,757-232
N681DA,DELTA AIR LINES INC,BOEING,757-232
N682DA,DELTA AIR LINES INC,BOEING,757-232
N683BR,US BANK NA TRUSTEE,BOMBARDIER INC,CL-600-2B19
N683DA,WILMINGTON TRUST CO OWNER TRUSTEE,BOEING,757-232
N68452,UNITED AIRLINES INC,BOEING,737-924ER
N68453,UNITED AIRLINES INC,BOEING,737-924ER
N684DA,DELTA AIR LINES INC,BOEING,757-232
N684WN,SOUTHWEST AIRLINES CO,BOEING,737-3TO
N685DA,DELTA AIR LINES INC,BOEING,757-232
N685SW,INFINITY TRADING & SOLUTIONS LLC,BOEING,737-3Q8
N686BR,US BANK NA TRUSTEE,BOMBARDIER INC,CL-600-2B19
N686DA,DELTA AIR LINES INC,BOEING,757-232
N687DL,DELTA AIR LINES INC,BOEING,757-232
N687SW,SOUTHWEST AIRLINES CO,BOEING,737-3Q8
N68801,UNITED AIRLINES INC,BOEING,737-924ER
N68802,UNITED AIRLINES INC,BOEING,737-924ER
N68805,UNITED AIRLINES INC,BOEING,737-924ER
N68807,UNITED AIRLINES INC,BOEING,737-924ER
N68811,UNITED AIRLINES INC,BOEING,737-924ER
N68817,UNITED AIRLINES INC,BOEING,737-924ER
N68821,UNITED AIRLINES INC,BOEING,737-924ER
N68822,UNITED AIRLINES INC,BOEING,737-924ER
N68823,UNITED AIRLINES INC,BOEING,737-924ER
N68834,UNITED AIRLINES INC,BOEING,737-924ER
N68836,UNITED AIRLINES INC,BOEING,737-924ER
N68842,UNITED AIRLINES INC,BOEING,737-924ER
N68843,UNITED AIRLINES INC,BOEING,737-924ER
N68880,UNITED AIRLINES INC,BOEING,737-924ER
N68891,UNITED AIRLINES INC,BOEING,737-924ER
N688DL,DELTA AIR LINES INC,BOEING,757-232
N689DL,DELTA AIR LINES INC,BOEING,757-232
N690DL,DELTA AIR LINES INC,BOEING,757-232
N691CA,DELTA AIR LINES INC,BOMBARDIER INC,CL-600-2D24
N692DL,DELTA AIR LINES INC,BOEING,757-232
N693DL,DELTA AIR LINES INC,BOEING,757-232
N694DL,DELTA AIR LINES INC,BOEING,757-232
N694SW,SOUTHWEST AIRLINES CO,BOEING,737-3T5
N695CA,DELTA AIR LINES INC,BOMBARDIER INC,CL-600-2D24
N695DL,DELTA AIR LINES INC,BOEING,757-232
N696DL,DELTA AIR LINES INC,BOEING,757-232
N697DL,DELTA AIR LINES INC,BOEING,757-232
N697SW,SOUTHWEST AIRLINES CO,BOEING,737-3TO
N69804,UNITED AIRLINES INC,BOEING,737-924ER
N69806,UNITED AIRLINES INC,BOEING,737-924ER
N69810,UNITED AIRLINES INC,BOEING,737-924ER
N69813,UNITED AIRLINES INC,BOEING,737-924ER
N69816,UNITED AIRLINES INC,BOEING,737-924ER
N69818,UNITED AIRLINES INC,BOEING,737-924ER
N69819,UNITED AIRLINES INC,BOEING,737-924ER
N69824,UNITED AIRLINES INC,BOEING,737-924ER
N69826,UNITED AIRLINES INC,BOEING,737-924ER
N69829,UNITED AIRLINES INC,BOEING,737-924ER
N69830,UNITED AIRLINES INC,BOEING,737-924ER
N69833,UNITED AIRLINES INC,BOEING,737-924ER
N69835,UNITED AIRLINES INC,BOEING,737-924ER
N69838,UNITED AIRLINES INC,BOEING,737-924ER
N69839,UNITED AIRLINES INC,BOEING,737-924ER
N69840,UNITED AIRLINES INC,BOEING,737-924ER
N69847,UNITED AIRLINES INC,BOEING,737-924ER
N69885,UNITED AIRLINES INC,BOEING,737-924ER
N69888,UNITED AIRLINES INC,BOEING,737-924ER
N698DL,DELTA AIR LINES INC,BOEING,757-232
N699DL,DELTA AIR LINES INC,BOEING,757-232
N700AA,JENSEN JAY A,JENSEN JAY A,TURBO COURIER
N700GS,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N700UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N701AA,TUREK AIR LLC,SMITH ROLAND W,ZENITH CH 701
N701GS,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N701UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N702AA,LANTECH LEASING LLC,SOCATA,TBM 700
N702TW,DELTA AIR LNES INC,BOEING,757-2Q8
N702UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N703JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N703SK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOMBARDIER INC,CL-600-2C10
N703SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N703TW,DELTA AIR LINES INC,BOEING,757-2Q8
N703UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N704AA,ALPHA AIR LLC,CESSNA,150M
N704SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N704US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N704X,DELTA AIRLINES INC,BOEING,757-2Q8
N705AA,AERO MICRONESIA INC,BOEING,727-200
N705JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N705SK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOMBARDIER INC,CL-600-2C10
N705SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N705TW,DELTA AIR LINES INC,BOEING,757-231
N705UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N706JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N706SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N707EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N707SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N707TW,DELTA AIR LINES INC,BOEING,757-2Q8
N708AA,ALJ ENGINES SUPPLY INC,BOEING,727-223
N708EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N708JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N708SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N708UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N709AA,BANK OF UTAH TRUSTEE,GULFSTREAM AEROSPACE,G-V
N709EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N709JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N709SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N709TW,DELTA AIR LINES INC,BOEING,757-2Q8
N709UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N710EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N710SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N710TW,DELTA AIR LINES INC,BOEING,757-2Q8
N710UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N711AA,PRO STAR AERONAUTICAL INC,BEECH,B-60
N711HK,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N711UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N711ZX,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,757-231
N712EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N712JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N712SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N712US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N713EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N713SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N713TW,DELTA AIR LINES INC,BOEING,757-2Q8
N713UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N714CB,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N714US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N715JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N715SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N715UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N716EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N716SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N716UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N717EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N717JL,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,717-200
N717SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N717UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N718EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N718SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N718TW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,757-231
N719EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N719SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N720EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N720WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N721AA,GAMMAGE COY W,CESSNA,172K
N721UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N722AA,PARKS BRYAN S,CESSNA,172M
N722EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N722TW,DELTA AIR LINES INC,BOEING,757-231
N722US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N723EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N723SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N723TW,DELTA AIR LINES INC,BOEING,757-231
N723UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N724AA,SUPERIOR PERFORMERS INC,RAYTHEON AIRCRAFT COMPANY,B200
N724EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N724SK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOMBARDIER INC,CL-600-2C10
N724SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N724UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N725SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N725UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N726SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N727SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N727TW,WELLS FARGO DELAWARE TRUST CO NA TRUSTEE,BOEING,757-231
N728SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N729JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N729SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N730EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N730SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N730US,AMERICAN AIRLINES INC,AIRBUS INDUSTRIE,A319-112
N731SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N73251,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824
N73256,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824
N73259,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824
N73270,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824
N73275,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824
N73276,UNITED AIRLINES INC,BOEING,737-824
N73278,UNITED AIRLINES INC,BOEING,737-824
N73283,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824
N73291,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824
N73299,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824
N732AA,DJCJ LLC,RAYTHEON CORPORATE JETS INC,BAE 125-800A
N732SK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOMBARDIER INC,CL-600-2C10
N732SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N732US,AMERICAN AIRLINES INC,AIRBUS INDUSTRIE,A319-112
N733SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N733UW,AMERICAN AIRLINES INC,AIRBUS INDUSTRIE,A319-112
N73445,UNITED AIRLINES INC,BOEING,737-924ER
N734SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N735SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N736SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N737AA,HOGAN THOMAS A,CESSNA,172N
N737JW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N737US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N73860,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,757-33N
N738CB,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N738EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N738US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N739GB,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N740EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N740SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N740UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N741EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N741SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N741UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N742PS,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N742SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N743SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N744EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N744P,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N744SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N745AA,BEEBE JAMES M,PIPER,PA-32-300
N745SK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOMBARDIER INC,CL-600-2C10
N745SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N745VJ,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N746JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N746SK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOMBARDIER INC,CL-600-2C10
N746SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N746UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N747SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N747UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N74856,UNITED AIRLINES INC,BOEING,757-324
N748EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N748SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
