,tail_number,airline,manufacturer,model,manufacturer_short,model_short,manufacturer_model,seats
2613,N913DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2614,N913DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2615,N913DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2616,N913US,AMERICAN AIRLINES INC,AIRBUS,A321-231,AIRBUS,A321,AIRBUS A321,182.0
2617,N913WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2618,N914DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2619,N914DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2620,N914DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2621,N914EV,SKYWEST AIRLINES INC,BOMBARDIER INC,CL-600-2B19,BOMBARDIER,CL,BOMBARDIER CL,65.0
2622,N914UY,AMERICAN AIRLINES INC,AIRBUS,A321-231,AIRBUS,A321,AIRBUS A321,182.0
2623,N914WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2624,N915AA,SCHISLER ERIC K,CESSNA,152,CESSNA,152,CESSNA 152,
2625,N915AT,BCC EQUIPMENT LEASING CORP,BOEING,717-200,BOEING,717,BOEING 717,116.0
2626,N915DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2627,N915DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2628,N915DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2629,N915US,AMERICAN AIRLINES INC,AIRBUS,A321-231,AIRBUS,A321,AIRBUS A321,182.0
2630,N915WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2631,N916DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2632,N916DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2633,N916DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2634,N916EV,SKYWEST AIRLINES INC,BOMBARDIER INC,CL-600-2B19,BOMBARDIER,CL,BOMBARDIER CL,65.0
2635,N916US,AMERICAN AIRLINES INC,AIRBUS,A321-231,AIRBUS,A321,AIRBUS A321,182.0
2636,N916WN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2637,N917AA,PRATT RANDALL J,DRLIK ROMUALD,FALCON 2,DRLIK,FALCON 2,DRLIK FALCON 2,
2638,N917DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2639,N917DL,WILMINGTON TRUST CO TRUSTEE,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2640,N917DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2641,N917EV,SKYWEST AIRLINES INC,BOMBARDIER INC,CL-600-2B19,BOMBARDIER,CL,BOMBARDIER CL,65.0
2642,N917UY,AMERICAN AIRLINES INC,AIRBUS,A321-231,AIRBUS,A321,AIRBUS A321,182.0
2643,N917WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2644,N918DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2645,N918DH,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2646,N918DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2647,N918US,AMERICAN AIRLINES INC,AIRBUS,A321-231,AIRBUS,A321,AIRBUS A321,182.0
2648,N918WN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2649,N919AA,FRIEL STEPHEN M,ANTARES,M-33,ANTARES,M,ANTARES M,
2650,N919AT,BCC EQUIPMENT LEASING CORP,BOEING,717-200,BOEING,717,BOEING 717,116.0
2651,N919DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2652,N919DL,WILMINGTON TRUST CO TRUSTEE,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2653,N919DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2654,N919EV,SKYWEST AIRLINES INC,BOMBARDIER INC,CL-600-2B19,BOMBARDIER,CL,BOMBARDIER CL,65.0
2655,N919FR,AFS INVESTMENTS XVIII LLC,AIRBUS,A319-111,AIRBUS,A319,AIRBUS A319,130.0
2656,N919US,AMERICAN AIRLINES INC,AIRBUS,A321-231,AIRBUS,A321,AIRBUS A321,182.0
2657,N919WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2658,N920AA,WESLEY AERO LLC,PARTENAVIA S.P.A.,P68B,PARTENAVIA,P68B,PARTENAVIA P68B,
2659,N920AT,BCC EQUIPMENT LEASING CORP,BOEING,717-200,BOEING,717,BOEING 717,116.0
2660,N920DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2661,N920DL,WILMINGTON TRUST CO TRUSTEE,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2662,N920DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2663,N920EV,SKYWEST AIRLINES INC,BOMBARDIER INC,CL-600-2B19,BOMBARDIER,CL,BOMBARDIER CL,65.0
2664,N920FR,AFS INVESTMENTS XIX LLC,AIRBUS,A319-111,AIRBUS,A319,AIRBUS A319,130.0
2665,N920US,AMERICAN AIRLINES INC,AIRBUS,A321-231,AIRBUS,A321,AIRBUS A321,182.0
2666,N920WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2667,N921AT,BCC EQUIPMENT LEASING CORP,BOEING,717-200,BOEING,717,BOEING 717,116.0
2668,N921DL,WILMINGTON TRUST CO TRUSTEE,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2669,N921DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2670,N921EV,SKYWEST AIRLINES INC,BOMBARDIER INC,CL-600-2B19,BOMBARDIER,CL,BOMBARDIER CL,65.0
2671,N921US,AMERICAN AIRLINES INC,AIRBUS,A321-231,AIRBUS,A321,AIRBUS A321,182.0
2672,N921WN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2673,N922AT,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,717-200,BOEING,717,BOEING 717,116.0
2674,N922DL,WILMINGTON TRUST CO TRUSTEE,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2675,N922DX,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2676,N922EV,SKYWEST AIRLINES INC,BOMBARDIER INC,CL-600-2B19,BOMBARDIER,CL,BOMBARDIER CL,65.0
2677,N922FR,AFS INVESTMENTS XX LLC,AIRBUS,A319-111,AIRBUS,A319,AIRBUS A319,130.0
2678,N922US,AMERICAN AIRLINES INC,AIRBUS,A321-231,AIRBUS,A321,AIRBUS A321,182.0
2679,N922WN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2680,N923AT,WELLS FARGO BANK NORTHWEST NA OWNER TRUSTEE,BOEING,717-200,BOEING,717,BOEING 717,116.0
2681,N923DL,WELLS FARGO BANK NORTHWEST NA TRUSTEE,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2682,N923DN,DELTA AIR LINES INC,BOEING,MD-90-30,BOEING,MD,BOEING MD,
2683,N923EV,SKYWEST AIRLINES INC,BOMBARDIER INC,CL-600-2B19,BOMBARDIER,CL,BOMBARDIER CL,65.0
2684,N923FR,AFS INVESTMENTS XXI LLC,AIRBUS,A319-111,AIRBUS,A319,AIRBUS A319,130.0
2685,N923US,AMERICAN AIRLINES INC,AIRBUS,A321-231,AIRBUS,A321,AIRBUS A321,182.0
2686,N923WN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2687,N924AT,BCC EQUIPMENT LEASING CORP,BOEING,717-200,BOEING,717,BOEING 717,116.0
2688,N924DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2689,N924DN,DELTA AIR LINES INC,BOEING,MD-90-30,BOEING,MD,BOEING MD,
2690,N924EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2B19,BOMBARDIER,CL,BOMBARDIER CL,65.0
2691,N924US,AMERICAN AIRLINES INC,AIRBUS,A321-231,AIRBUS,A321,AIRBUS A321,182.0
2692,N924WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2693,N925AT,BCC EQUIPMENT LEASING CORP,BOEING,717-200,BOEING,717,BOEING 717,116.0
2694,N925DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2695,N925DN,DELTA AIR LINES,BOEING,MD-90-30,BOEING,MD,BOEING MD,
2696,N925EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2B19,BOMBARDIER,CL,BOMBARDIER CL,65.0
2697,N925UY,AMERICAN AIRLINES INC,AIRBUS,A321-231,AIRBUS,A321,AIRBUS A321,182.0
2698,N925WN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2699,N926AT,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,717-200,BOEING,717,BOEING 717,116.0
2700,N926DH,DELTA AIR LINES INC,BOEING,MD-90-30,BOEING,MD,BOEING MD,
2701,N926DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2702,N926EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2B19,BOMBARDIER,CL,BOMBARDIER CL,65.0
2703,N926FR,WILMINGTON TRUST CO TRUSTEE,AIRBUS,A319-111,AIRBUS,A319,AIRBUS A319,130.0
2704,N926UW,AMERICAN AIRLINES INC,AIRBUS,A321-231,AIRBUS,A321,AIRBUS A321,182.0
2705,N926WN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2706,N927AA,AVANT AVIATION LLC,TEXTRON AVIATION INC,525,TEXTRON,525,TEXTRON 525,
2707,N927AT,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,717-200,BOEING,717,BOEING 717,116.0
2708,N927DA,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2709,N927DN,DELTA AIR LINES INC,BOEING,MD-90-30,BOEING,MD,BOEING MD,
2710,N927EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2B19,BOMBARDIER,CL,BOMBARDIER CL,65.0
2711,N927FR,WILMINGTON TRUST CO TRUSTEE,AIRBUS,A319-112,AIRBUS,A319,AIRBUS A319,130.0
2712,N927UW,AMERICAN AIRLINES INC,AIRBUS,A321-231,AIRBUS,A321,AIRBUS A321,182.0
2713,N927WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2714,N928AT,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,717-200,BOEING,717,BOEING 717,116.0
2715,N928DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2716,N928DN,DELTA AIR LINES INC,BOEING,MD-90-30,BOEING,MD,BOEING MD,
2717,N928WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2718,N929AA,AMERICAN AIRLINES INC,AIRBUS,A321-231,AIRBUS,A321,AIRBUS A321,182.0
2719,N929AT,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,717-200,BOEING,717,BOEING 717,116.0
2720,N929DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2721,N929DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2722,N929WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2723,N930AA,FORD IMPORTS INC,BEECH,A36,BEECH,A36,BEECH A36,
2724,N930AT,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,717-200,BOEING,717,BOEING 717,116.0
2725,N930DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2726,N930DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2727,N930WN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2728,N931DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2729,N931DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2730,N931EV,DELTA AIR LINES INC,BOMBARDIER INC,CL-600-2B19,BOMBARDIER,CL,BOMBARDIER CL,65.0
2731,N931WN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2732,N932AT,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,717-200,BOEING,717,BOEING 717,116.0
2733,N932DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2734,N932DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2735,N932WN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2736,N933AT,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,717-200,BOEING,717,BOEING 717,116.0
2737,N933DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2738,N933DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2739,N933WN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2740,N934AA,AMERICAN AIRLINES INC,AIRBUS,A321-231,AIRBUS,A321,AIRBUS A321,182.0
2741,N934AT,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,717-200,BOEING,717,BOEING 717,116.0
2742,N934DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2743,N934DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2744,N934WN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2745,N935AT,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,717-200,BOEING,717,BOEING 717,116.0
2746,N935DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2747,N935DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2748,N935WN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2749,N936AT,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,717-200,BOEING,717,BOEING 717,116.0
2750,N936DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2751,N936DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2752,N936EV,SKYWEST AIRLINES INC,BOMBARDIER INC,CL-600-2B19,BOMBARDIER,CL,BOMBARDIER CL,65.0
2753,N936WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2754,N937AT,BCC EQUIPMENT LEASING CORP,BOEING,717-200,BOEING,717,BOEING 717,116.0
2755,N937DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2756,N937DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2757,N937EV,SKYWEST AIRLINES INC,BOMBARDIER INC,CL-600-2B19,BOMBARDIER,CL,BOMBARDIER CL,65.0
2758,N937WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2759,N938AT,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,717-200,BOEING,717,BOEING 717,116.0
2760,N938DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2761,N938DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2762,N938FR,WILMINGTON TRUST CO TRUSTEE,AIRBUS,A319-112,AIRBUS,A319,AIRBUS A319,130.0
2763,N938WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2764,N939AT,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,717-200,BOEING,717,BOEING 717,116.0
2765,N939DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2766,N939DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2767,N939FR,WILMINGTON TRUST CO TRUSTEE,AIRBUS,A319-112,AIRBUS,A319,AIRBUS A319,130.0
2768,N939WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2769,N940AT,AIRTRAN AIRWAYS INC,BOEING,717-200,BOEING,717,BOEING 717,116.0
2770,N940DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2771,N940DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2772,N940WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2773,N941DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2774,N941DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2775,N941FR,FRONTIER AIRLINES INC,AIRBUS,A319-112,AIRBUS,A319,AIRBUS A319,130.0
2776,N941WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2777,N942AT,AIRTRAN AIRWAYS INC,BOEING,717-200,BOEING,717,BOEING 717,116.0
2778,N942DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2779,N942DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2780,N942WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2781,N943AT,AIRTRAN AIRWAYS INC,BOEING,717-200,BOEING,717,BOEING 717,116.0
2782,N943DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2783,N943DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2784,N943FR,FRONTIER AIRLINES INC,AIRBUS,A319-112,AIRBUS,A319,AIRBUS A319,130.0
2785,N943WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2786,N944AT,AIRTRAN AIRWAYS INC,BOEING,717-200,BOEING,717,BOEING 717,116.0
2787,N944DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2788,N944DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2789,N944UW,AMERICAN AIRLINES INC,EMBRAER,ERJ 190-100 IGW,EMBRAER,ERJ 190,EMBRAER ERJ 190,99.0
2790,N944WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2791,N945AT,AIRTRAN AIRWAYS INC,BOEING,717-200,BOEING,717,BOEING 717,116.0
2792,N945DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2793,N945DN,DELTA AIR LINES INC,BOEING,MD-90-30,BOEING,MD,BOEING MD,
2794,N945UW,AMERICAN AIRLINES INC,EMBRAER,ERJ 190-100 IGW,EMBRAER,ERJ 190,EMBRAER ERJ 190,99.0
2795,N945WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2796,N946AT,AIRTRAN AIRWAYS INC,BOEING,717-200,BOEING,717,BOEING 717,116.0
2797,N946DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2798,N946DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2799,N946UW,AMERICAN AIRLINES INC,EMBRAER,ERJ 190-100 IGW,EMBRAER,ERJ 190,EMBRAER ERJ 190,99.0
2800,N946WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2801,N947AT,AIRTRAN AIRWAYS INC,BOEING,717-200,BOEING,717,BOEING 717,116.0
2802,N947DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2803,N947DN,DELTA AIRLINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2804,N947FR,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A319-111,AIRBUS,A319,AIRBUS A319,130.0
2805,N947UW,AMERICAN AIRLINES INC,EMBRAER,ERJ 190-100 IGW,EMBRAER,ERJ 190,EMBRAER ERJ 190,99.0
2806,N947WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2807,N948AT,AIRTRAN AIRWAYS INC,BOEING,717-200,BOEING,717,BOEING 717,116.0
2808,N948DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2809,N948DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2810,N948FR,AFS INVESTMENTS 59 LLC,AIRBUS,A319-112,AIRBUS,A319,AIRBUS A319,130.0
2811,N948UW,AMERICAN AIRLINES INC,EMBRAER,ERJ 190-100 IGW,EMBRAER,ERJ 190,EMBRAER ERJ 190,99.0
2812,N948WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2813,N949AT,AIRTRAN AIRWAYS INC,BOEING,717-200,BOEING,717,BOEING 717,116.0
2814,N949DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2815,N949DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2816,N949FR,FRONTIER AIRLINES INC,AIRBUS,A319-112,AIRBUS,A319,AIRBUS A319,130.0
2817,N949UW,AMERICAN AIRLINES INC,EMBRAER,ERJ 190-100 IGW,EMBRAER,ERJ 190,EMBRAER ERJ 190,99.0
2818,N949WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2819,N950AA,ALPINE AVIATION INC,BEECH,B-99,BEECH,B,BEECH B,
2820,N950AT,AIRTRAN AIRWAYS INC,BOEING,717-200,BOEING,717,BOEING 717,116.0
2821,N950DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2822,N950DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
2823,N950UW,AMERICAN AIRLINES INC,EMBRAER,ERJ 190-100 IGW,EMBRAER,ERJ 190,EMBRAER ERJ 190,99.0
2824,N950WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2825,N951AA,AMERICAN AIRLINES INC,BOEING,737-823,BOEING,737,BOEING 737,150.0
2826,N951AT,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,717-200,BOEING,717,BOEING 717,116.0
2827,N951DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,MCDONNELL,MD,MCDONNELL MD,149.0
2828,N951DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,MCDONNELL,MD,MCDONNELL MD,149.0
